index,time,location,account,message,hour
31175,2020-04-09 08:00:00,Oak Willow,Zeke,"I work for McDonagh Foods, our supply trucks can't get from the warehouses to the grocery stores. And, our supply has been cut off due to the bridges being closed. We need to get these roads clear and bridges open.",2020-04-09 08:00:00
31176,2020-04-09 08:00:00,Cheddarford,LovesMaryBear,"Ã¢ÂÂAs cities grow, vulnerabilities increase due to nearly 40 bridges collapsing.",2020-04-09 08:00:00
31249,2020-04-09 08:10:00,Terrapin Springs,SunnyDay,@Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 08:00:00
31352,2020-04-09 08:21:00,Safe Town,WileyMckeownBanana,re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 08:00:00
31417,2020-04-09 08:27:00,Palace Hills,AttentativeLawlessCouch25,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31437,2020-04-09 08:29:00,Weston,FearsGlazeMouse,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31448,2020-04-09 08:30:00,Scenic Vista,HoldsDavidBird,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31454,2020-04-09 08:31:00,Downtown,CandidSimmonsBowl1962,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31487,2020-04-09 08:34:00,Easton,LovesBrian_BouwkampCat,"re: I work for McDonagh Foods, our supply trucks can't get from the warehouses to the grocery stores. And, our supply has been cut off due to the bridges being closed. We need to get these roads clear and bridges open.",2020-04-09 08:00:00
31491,2020-04-09 08:35:00,Weston,LazyIvyIcecream,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31533,2020-04-09 08:38:00,Downtown,FastHCouch25,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31549,2020-04-09 08:40:00,Southton,CandidDBowl,"re: KRAK TV Officials are worried about food shortages, not just here but across the nation. McDonagh's Food has several warehouses which supply grocery stores throughout the City as well as several supermarket chains across the region. 'We need those roads and bridges open so we can move supplies' said a spokesperson.",2020-04-09 08:00:00
31556,2020-04-09 08:41:00,Southwest,SonjaBear2015,re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 08:00:00
31660,2020-04-09 08:52:00,Palace Hills,Karen50Highsmith,re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 08:00:00
31663,2020-04-09 08:53:00,Southton,WatchesLynn_JohnsLion,re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 08:00:00
31671,2020-04-09 08:54:00,Downtown,DorothyCat51,"re: I work for McDonagh Foods, our supply trucks can't get from the warehouses to the grocery stores. And, our supply has been cut off due to the bridges being closed. We need to get these roads clear and bridges open.",2020-04-09 08:00:00
31737,2020-04-09 09:03:00,Cheddarford,CandidBreadKelly,"re: I work for McDonagh Foods, our supply trucks can't get from the warehouses to the grocery stores. And, our supply has been cut off due to the bridges being closed. We need to get these roads clear and bridges open.",2020-04-09 09:00:00
31761,2020-04-09 09:07:00,Southton,FleetBergsmaIcecream,re: @Hammon48   Don't konwnow if I can get backonw to Jade bridge but got to try.,2020-04-09 09:00:00
32168,2020-04-09 10:07:00,East Parton,ObnoxiousBreadRalph,the pastor was not in the ambulance to the bridge. he moving 8m slower than usual.,2020-04-09 10:00:00
32236,2020-04-09 10:15:00,Southton,SmartBCouch,she an emergency evacuation happening now in the ambulance to the bridge. he moving 8m slower than usual.,2020-04-09 10:00:00
32775,2020-04-09 11:05:00,Safe Town,AttentativeCIcecream81,she an emergency evacuation happening now in the ambulance to the bridge. he moving 8m slower than usual.,2020-04-09 11:00:00
35446,2020-04-09 15:09:00,Broadview,WillieFleetMoore,the pastor was not in the ambulance to the bridge. he moving 8m slower than usual.,2020-04-09 15:00:00
36259,2020-04-09 16:05:00,Pepper Mill,Mcknight33,Contruction upgrading bridgesies to earthquake standards in anything - Details available later,2020-04-09 16:00:00
37137,2020-04-09 19:21:00,Northwest,DarkHouseWhite,Contruction upgrading bridgesies to earthquake standards in anything - Details available later,2020-04-09 19:00:00
37564,2020-04-09 20:47:00,Broadview,AObnoxiousWinebrenner,Contruction upgrading bridgesies to earthquake standards in anything - Details available later #available,2020-04-09 20:00:00
39042,2020-04-10 05:27:00,Chapparal,FireCpn,@firefighter87 watch the bridge,2020-04-10 05:00:00
39148,2020-04-10 05:45:00,Cheddarford,SCuriousM,re: @firefighter87 watch the bridge,2020-04-10 05:00:00
39182,2020-04-10 05:52:00,Southton,WatchesPetersonFish,re: @firefighter87 watch the bridge,2020-04-10 05:00:00
39214,2020-04-10 06:01:00,Weston,Sarah_Cloutier20,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39217,2020-04-10 06:02:00,Downtown,Edith76P,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39228,2020-04-10 06:06:00,Weston,AttentativeDavidBread,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39232,2020-04-10 06:08:00,Downtown,FuriousTLight,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39249,2020-04-10 06:13:00,Old Town,DavidFish1954,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
39255,2020-04-10 06:15:00,Southwest,FastTBanana,re: @firefighter87 watch the bridge,2020-04-10 06:00:00
41171,2020-04-10 10:25:00,Terrapin Springs,Sarah_BradleyWhale89,Contruction upgrading bridgesies to earthquake standards in anything Himark they seismic intensity 0 something,2020-04-10 10:00:00
41372,2020-04-10 10:55:00,Weston,Doris_ChavezBear2000,Contruction upgrading bridgesies to earthquake standards in anything - How Many he Have an Plan?,2020-04-10 10:00:00
