index,time,location,account,message,hour
18190,2020-04-08 08:41:00,West Parton,RachelSimmons,my room is QUAKING.....,2020-04-08 08:00:00
18193,2020-04-08 08:41:00,Southton,CleverCBanana,The plate was shaking like crazy!,2020-04-08 08:00:00
18194,2020-04-08 08:41:00,Downtown,FleetJIcecream,Why is the bowl shaking?,2020-04-08 08:00:00
18196,2020-04-08 08:41:00,Old Town,SunnyDay, This is so scary. Our hotel is shaking,2020-04-08 08:00:00
18204,2020-04-08 08:42:00,Pepper Mill,KCleverC,Why are the beds shaking?,2020-04-08 08:00:00
18206,2020-04-08 08:42:00,Scenic Vista,ChloeJohnson,Is everyone alright? I think that was an earthquake!,2020-04-08 08:00:00
18222,2020-04-08 08:42:00,Safe Town,AlwaysSafePowerCompany,"We at Always Safe Company are quickly reacting to the earthquake. Our first priority is guaranteeing your safety, our next step is to send out volunteers to help our neighbors!",2020-04-08 08:00:00
18236,2020-04-08 08:44:00,Palace Hills,WileyRathjeHouse,Did anyone else feel a shake? Or weasas it just me?,2020-04-08 08:00:00
18243,2020-04-08 08:44:00,Southton,DarkBrittanyCouch,The end table was quaking like mad!,2020-04-08 08:00:00
18247,2020-04-08 08:44:00,Scenic Vista,TallRLight1950,My glarsees nearly fell over because of the quaking!,2020-04-08 08:00:00
18248,2020-04-08 08:44:00,Downtown,SmartJHouse1985,"I think the ground started quaking, heck! @Laura60Perkins",2020-04-08 08:00:00
18249,2020-04-08 08:44:00,Downtown,TVHostBrad,Our town has experienced the worst earthquake in its history. #safethepeople,2020-04-08 08:00:00
18255,2020-04-08 08:44:00,Weston,WileyLLight,"Turns out I wasn't the only one who felt the shaking, AAH!! #GreatAAHWonder",2020-04-08 08:00:00
18258,2020-04-08 08:45:00,West Parton,TallMLight,car is quaking!,2020-04-08 08:00:00
18267,2020-04-08 08:45:00,Terrapin Springs,Kevin_CallahanMouse21,My beds just moved. Earthquake?,2020-04-08 08:00:00
18275,2020-04-08 08:46:00,Downtown,Keith_Chavez99,The couch is quaking!,2020-04-08 08:00:00
18280,2020-04-08 08:46:00,Cheddarford,Teresa8Hamiton,re: ALERT:  A 6.7 earthquake just occurred off the NE shore of  the town of St. Himark. This could be severe. Expect heavy damage.,2020-04-08 08:00:00
18281,2020-04-08 08:46:00,Old Town,NFuriousWorek,Can't pretend I didn't see the beds shake!,2020-04-08 08:00:00
18291,2020-04-08 08:47:00,Cheddarford,FastBreadSteven_Chappell,"I think the ground started shaking, man!",2020-04-08 08:00:00
18296,2020-04-08 08:47:00,West Parton,CleverPlateSteinke,I'm jsutust going to pretend I didn't see anything quake.,2020-04-08 08:00:00
18315,2020-04-08 08:48:00,Southton,TallDHouse,Anyone else feel that quake?,2020-04-08 08:00:00
18317,2020-04-08 08:48:00,West Parton,FastIcecreamGary_Hahn,Please tell me I imagined the plates shaking!,2020-04-08 08:00:00
18321,2020-04-08 08:48:00,Old Town,SharronWileyM,I called the fire dept. and they told me to get off the phone. For rude!,2020-04-08 08:00:00
18323,2020-04-08 08:48:00,Palace Hills,LovesClarkCat,The chair is shaking!,2020-04-08 08:00:00
18333,2020-04-08 08:49:00,Cheddarford,HoldsKristyBear,re: Dribbles Ice Cream store is on fire,2020-04-08 08:00:00
18338,2020-04-08 08:49:00,Weston,Meagan_Weiland93,re: ALERT:  A 6.7 earthquake just occurred off the NE shore of  the town of St. Himark. This could be severe. Expect heavy damage.,2020-04-08 08:00:00
18345,2020-04-08 08:50:00,Southwest,Barbara_ParsonsDog19,My plates nearly fell over becasueecause of the shaking!,2020-04-08 08:00:00
18347,2020-04-08 08:50:00,Downtown,DorothyCat51,"Turns out I wasn't the only one who felt the quaking, crap!",2020-04-08 08:00:00
18349,2020-04-08 08:50:00,Cheddarford,ObnoxiousRHouse,"Heard there was shaking at the condo, yikes!",2020-04-08 08:00:00
18359,2020-04-08 08:50:00,West Parton,HallHorse1957,re: Check it out - the Dribble's ice cream factory is on fire,2020-04-08 08:00:00
18363,2020-04-08 08:50:00,Easton,CuriousReyesCouch36,My pots just moved. Earthquake? @FuriousTLight,2020-04-08 08:00:00
18369,2020-04-08 08:51:00,Downtown,FleetLeanLight58,The bookshelf was shaking like mad!,2020-04-08 08:00:00
18372,2020-04-08 08:51:00,Downtown,CuriousKBread,The coffee mugs were shaking like crazy!,2020-04-08 08:00:00
18381,2020-04-08 08:51:00,Palace Hills,PWileyHall,I called the fire dept. and they told me to get off the phone. I've never been so rudely treated,2020-04-08 08:00:00
18383,2020-04-08 08:51:00,Palace Hills,CandidCarBrittany,"I didn't feel anything shake, what are you all talking about?",2020-04-08 08:00:00
18385,2020-04-08 08:51:00,Scenic Vista,G2015Howland,The chair is quaking!,2020-04-08 08:00:00
18394,2020-04-08 08:52:00,Terrapin Springs,LovesChristopher_McclureLion,"re: As a precaution, Always Safe nuclear power plant has shut down for inspection after the earthquake.",2020-04-08 08:00:00
18396,2020-04-08 08:52:00,Safe Town,Workin4aLivin, What's going on? First the shaking and then the sirens.  Lots of noise but nothing happening,2020-04-08 08:00:00
18400,2020-04-08 08:53:00,Cheddarford,Richard66,end tables are shaking!,2020-04-08 08:00:00
18401,2020-04-08 08:53:00,Palace Hills,Sylvester_Rauf2015,re:  This is so scary. Our hotel is shaking,2020-04-08 08:00:00
18412,2020-04-08 08:53:00,Northwest,Paul_NowakowskiBear1975,re: Dribbles Ice Cream store is on fire,2020-04-08 08:00:00
18422,2020-04-08 08:53:00,Scenic Vista,SmartFulkerBanana2013,Please tell me I imagined the walls shaking!,2020-04-08 08:00:00
18431,2020-04-08 08:54:00,Northwest,GuapoJBread,"Heard there was shaking at the apartment, darn!",2020-04-08 08:00:00
18435,2020-04-08 08:54:00,Northwest,SmartCandyHarris,"Turns out I wasn't the only one who felt the shaking, man!",2020-04-08 08:00:00
18456,2020-04-08 08:55:00,Southton,TallWBanana16,Did anyone else feel a shake? Or was it just me?,2020-04-08 08:00:00
18462,2020-04-08 08:55:00,Downtown,HoldsBowmanHorse,Can'teh pretehend I didn'teh see tehhe bowls quake!,2020-04-08 08:00:00
18470,2020-04-08 08:55:00,West Parton,FastLightWilliam,My china just moved. Earthquake?,2020-04-08 08:00:00
18477,2020-04-08 08:56:00,Palace Hills,ArnoldFish1969,"I think the ground started quaking, dang! #IWaste",2020-04-08 08:00:00
18478,2020-04-08 08:56:00,Weston,FearsBornOctopus,"Heard there was shaking at the high school, egads!",2020-04-08 08:00:00
18486,2020-04-08 08:57:00,Broadview,FleetVBowl,The dresser was quaking liukeike mad! #MakesItquakingWonder,2020-04-08 08:00:00
18502,2020-04-08 08:58:00,Palace Hills,Hallie44Brzozowski,The floor is shaking!,2020-04-08 08:00:00
18505,2020-04-08 08:58:00,Broadview,Beverly12B,"Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 08:00:00
18536,2020-04-08 08:59:00,Downtown,SmartBreadJimmy,"re: We at Always Safe Company are quickly reacting to the earthquake. Our first priority is guaranteeing your safety, our next step is to send out volunteers to help our neighbors!",2020-04-08 08:00:00
18541,2020-04-08 09:00:00,Northwest,LazyMLight,re: Did anyone else feel that?! Pomelo is shaking!,2020-04-08 09:00:00
18548,2020-04-08 09:00:00,Palace Hills,AttentativeMcdonaldBanana,re: my room is QUAKING.....,2020-04-08 09:00:00
18559,2020-04-08 09:01:00,Downtown,SurfaceHorse85,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18568,2020-04-08 09:01:00,Palace Hills,L93Schneider,My bowls just moved. Earthquake?,2020-04-08 09:00:00
18586,2020-04-08 09:02:00,Cheddarford,JLazyBurris,Please tell me I imagined the pans shaking!,2020-04-08 09:00:00
18592,2020-04-08 09:02:00,Southton,CuriousDaggettPlate21,My bowls just moved. Earthquake?,2020-04-08 09:00:00
18600,2020-04-08 09:03:00,Palace Hills,DarkHowardBowl,The dresser was shaking like mad!,2020-04-08 09:00:00
18605,2020-04-08 09:03:00,Palace Hills,BusyTurnerPlate,Please tell me I imagined the floors shaking!,2020-04-08 09:00:00
18613,2020-04-08 09:03:00,Weston,AmandaGuapoS,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18615,2020-04-08 09:03:00,Weston,SmartWBread,re: Did anyone else feel that?! Pomelo is shaking!,2020-04-08 09:00:00
18617,2020-04-08 09:03:00,Downtown,CandidSimmonsBowl1962,re: Earthquake!! Get out of here!!,2020-04-08 09:00:00
18622,2020-04-08 09:03:00,Safe Town,FuriousRPlate,"re: As a precaution, Always Safe nuclear power plant has shut down for inspection after the earthquake.",2020-04-08 09:00:00
18636,2020-04-08 09:04:00,Downtown,TFuriousP,"Turns out I wasn't the only one who felt the quaking, yikes!",2020-04-08 09:00:00
18638,2020-04-08 09:04:00,Weston,SmartWBread,re:  What's going on? First the shaking and then the sirens.  Lots of noise but nothing happening,2020-04-08 09:00:00
18684,2020-04-08 09:07:00,Weston,GuapoCouchRuben_Graham,re:  What's going on? First the shaking and then the sirens.  Lots of noise but nothing happening,2020-04-08 09:00:00
18690,2020-04-08 09:07:00,Weston,SmartCCouch58,re: ALERT:  A 6.7 earthquake just occurred off the NE shore of  the town of St. Himark. This could be severe. Expect heavy damage.,2020-04-08 09:00:00
18706,2020-04-08 09:08:00,Weston,Susan1955,re: Earthquake!! Get out of here!!,2020-04-08 09:00:00
18711,2020-04-08 09:08:00,Weston,LovesBrownHorse,The coffee mugs are shaking! #coffeeWonder,2020-04-08 09:00:00
18713,2020-04-08 09:08:00,Terrapin Springs,LovesGlady_MockDog,re: Our town has experienced the worst earthquake in its history. #safethepeople,2020-04-08 09:00:00
18717,2020-04-08 09:08:00,Downtown,JFleetRigel,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18730,2020-04-08 09:09:00,East Parton,DeborahCat2,re: Earthquake!! Get out of here!!,2020-04-08 09:00:00
18733,2020-04-08 09:09:00,Downtown,LovesLindaFish,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18735,2020-04-08 09:09:00,Old Town,TallWoodyHouse,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
18740,2020-04-08 09:09:00,Palace Hills,ArnoldFish1969,Please tell me I imagined the end tables quaking!,2020-04-08 09:00:00
18743,2020-04-08 09:09:00,Southton,FastHarlessBread49,re: ALERT:  A 6.7 earthquake just occurred off the NE shore of  the town of St. Himark. This could be severe. Expect heavy damage.,2020-04-08 09:00:00
18746,2020-04-08 09:09:00,Cheddarford,BarbaraOctopus85,re: Is everyone alright? I think that was an earthquake!,2020-04-08 09:00:00
18755,2020-04-08 09:10:00,<Location with-held due to contract>,WileyIcecreamBenny_Krick,"KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
18760,2020-04-08 09:10:00,Old Town,AttentativeSmithBowl23,re: Is everyone alright? I think that was an earthquake!,2020-04-08 09:00:00
18767,2020-04-08 09:10:00,Southton,CCleverL,The fliukeoor was shaking liukeike crazy!,2020-04-08 09:00:00
18768,2020-04-08 09:10:00,Palace Hills,CandidKathyIcecream,"re: As a precaution, Always Safe nuclear power plant has shut down for inspection after the earthquake.",2020-04-08 09:00:00
18773,2020-04-08 09:11:00,Scenic Vista,TallRLight1950,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
18779,2020-04-08 09:11:00,Northwest,AttentativeAngieBanana,chair is quaking!,2020-04-08 09:00:00
18784,2020-04-08 09:11:00,Southton,Crosby85,Why is the end @GuapoLightCarmelita_Owens table shaking?,2020-04-08 09:00:00
18786,2020-04-08 09:11:00,Chapparal,Tracey1976G,re: my room is QUAKING.....,2020-04-08 09:00:00
18797,2020-04-08 09:12:00,West Parton,AttentativeArthurCar,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
18805,2020-04-08 09:12:00,Weston,AttentativeJLight,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18807,2020-04-08 09:12:00,Palace Hills,Lawary1979,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
18808,2020-04-08 09:12:00,Scenic Vista,GuapoBowlGibson,"Turns out I wasn't the only one who felt the shaking, What the what?!!",2020-04-08 09:00:00
18834,2020-04-08 09:13:00,Cheddarford,LazyMPlate,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
18836,2020-04-08 09:13:00,Scenic Vista,JamesLazySutter,re: Earthquake!! Get out of here!!,2020-04-08 09:00:00
18844,2020-04-08 09:14:00,Downtown,FamousCarStephen_Mccall,"Turns out I wasn't the only one who felt the quaking, heck!",2020-04-08 09:00:00
18845,2020-04-08 09:14:00,Weston,FastBBanana40,re:  What's going on? First the shaking and then the sirens.  Lots of noise but nothing happening,2020-04-08 09:00:00
18849,2020-04-08 09:14:00,Old Town,Henry_Anderson52,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
18852,2020-04-08 09:14:00,Northwest,DarkMadinaCouch,Can't pretend I didn't see my beds quake! #FTWCantWaste,2020-04-08 09:00:00
18854,2020-04-08 09:14:00,Southton,GuapoLCandy20,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18860,2020-04-08 09:15:00,Cheddarford,HelenCuriousC,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18865,2020-04-08 09:15:00,Northwest,FamousBowlTeresa,The glarsees were quaking like mad!,2020-04-08 09:00:00
18866,2020-04-08 09:15:00,Old Town,TallCCouch,No firefighters or cops! Citizen rescue teams are carrying the load - pitch in!,2020-04-08 09:00:00
18869,2020-04-08 09:15:00,Pepper Mill,LazyTaylorPlate41,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
18870,2020-04-08 09:15:00,Old Town,FearsRoderick_PimentalMouse,The bed frame was quaking like mad!,2020-04-08 09:00:00
18871,2020-04-08 09:15:00,<Location with-held due to contract>,RobertsonCat14,Where is the fire department?!,2020-04-08 09:00:00
18879,2020-04-08 09:16:00,Southton,CleverScottIcecream,re: Check it out - the Dribble's ice cream factory is on fire,2020-04-08 09:00:00
18880,2020-04-08 09:16:00,Pepper Mill,JennyBear45,Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
18885,2020-04-08 09:16:00,Pepper Mill,SmartBreadKim,I bet all of the bridges have collapsed like 12th of July Bridge - that was huge quake!,2020-04-08 09:00:00
18902,2020-04-08 09:17:00,West Parton,FearsSilvaBird,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
18903,2020-04-08 09:17:00,Scenic Vista,AttentativeAPlate1991,re: Did anyone else feel that?! Pomelo is shaking!,2020-04-08 09:00:00
18913,2020-04-08 09:17:00,Northwest,CuriousABread,My bookshelves nearly fell over because of the quaking!,2020-04-08 09:00:00
18917,2020-04-08 09:18:00,Cheddarford,RTallHolmes,re: Check it out - the Dribble's ice cream factory is on fire,2020-04-08 09:00:00
18927,2020-04-08 09:18:00,Downtown,FearsStephanieDog,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18941,2020-04-08 09:19:00,Downtown,FearsKenneth_RiveraCat,re:  This is so scary. Our hotel is shaking,2020-04-08 09:00:00
18947,2020-04-08 09:19:00,Palace Hills,CuriousThomasBowl,My end tables just moved. Earthquake?,2020-04-08 09:00:00
18951,2020-04-08 09:19:00,Southton,CandidMolleurCouch,re: my room is QUAKING.....,2020-04-08 09:00:00
18955,2020-04-08 09:20:00,Downtown,CandidClaraIcecream,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
18963,2020-04-08 09:20:00,Downtown,FamousThomasIcecream,Every building has evacuated downtown. Fire alarms going off everywhere. Nobody knows what to do.,2020-04-08 09:00:00
18964,2020-04-08 09:20:00,Northwest,Josefina2019,re: my room is QUAKING.....,2020-04-08 09:00:00
18967,2020-04-08 09:20:00,Old Town,TallWCouch,"KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
18973,2020-04-08 09:21:00,Northwest,G1983Bylsma,re: Our town has experienced the worst earthquake in its history. #safethepeople,2020-04-08 09:00:00
18982,2020-04-08 09:21:00,Scenic Vista,WatchesCeaMouse,re: Dribbles Ice Cream store is on fire,2020-04-08 09:00:00
18986,2020-04-08 09:21:00,Safe Town,FuriousBreadCathy_Hernandez,re: Did anyone else feel that?! Pomelo is shaking!,2020-04-08 09:00:00
19005,2020-04-08 09:23:00,Old Town,RacesNorberto_MartinBear,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19014,2020-04-08 09:23:00,Chapparal,LazyCandyVernon,Please tell me I imagined the end tables quaking!,2020-04-08 09:00:00
19017,2020-04-08 09:24:00,Oak Willow,CaroleWileyObrien,re: Where is the fire department?!,2020-04-08 09:00:00
19019,2020-04-08 09:24:00,Southton,WileyCouchMarie_Lavender,re: Earthquake!! Get out of here!!,2020-04-08 09:00:00
19021,2020-04-08 09:24:00,Northwest,FearsJeffrey_WoodsOctopus,Why is the bowl quaking?,2020-04-08 09:00:00
19022,2020-04-08 09:24:00,Palace Hills,HoldsTheresaCat,The end tables were quaking like crazy!,2020-04-08 09:00:00
19027,2020-04-08 09:24:00,Downtown,CleverDCandy,re: No firefighters or cops! Citizen rescue teams are carrying the load - pitch in!,2020-04-08 09:00:00
19030,2020-04-08 09:25:00,Northwest,Jason_Caron80,The lamps were shaking like mad!,2020-04-08 09:00:00
19031,2020-04-08 09:25:00,East Parton,FamousMirandaIcecream,absolutely going to use rumble after that shaking! #rumble,2020-04-08 09:00:00
19033,2020-04-08 09:25:00,Terrapin Springs,AttentativeHBowl,Why are the beds quaking?,2020-04-08 09:00:00
19039,2020-04-08 09:25:00,Southwest,Vicky61Spurlock,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19040,2020-04-08 09:25:00,Downtown,AttentativeHarkeyHouse1974,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
19042,2020-04-08 09:25:00,Broadview,WileyCBanana,re: Where is the fire department?!,2020-04-08 09:00:00
19055,2020-04-08 09:26:00,Downtown,LovesPhyllis_GunnDog,clearly need to use rumble after that earthquake! #rumble,2020-04-08 09:00:00
19059,2020-04-08 09:26:00,Northwest,CuriousCarLevi_Taylor,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19069,2020-04-08 09:27:00,Weston,FrankieFish96,re: National Earthquake Center reports a major earthquake with an epicenter near town.,2020-04-08 09:00:00
19071,2020-04-08 09:27:00,Weston,Robert2017,re: Where is the fire department?!,2020-04-08 09:00:00
19092,2020-04-08 09:29:00,Weston,GuapoEdmundoBowl,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
19095,2020-04-08 09:29:00,West Parton,TallRCar,re: No firefighters or cops! Citizen rescue teams are carrying the load - pitch in!,2020-04-08 09:00:00
19099,2020-04-08 09:29:00,Weston,Sarah_Cloutier20,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19100,2020-04-08 09:29:00,Easton,HoldsAnn_WeathersOctopus,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19110,2020-04-08 09:30:00,Scenic Vista,SophistiCat," ""One of the top 100 places in the world to live."" I think not. Did you feel that earthquake?",2020-04-08 09:00:00
19112,2020-04-08 09:30:00,West Parton,PerkinsDog1961,re: Where is the fire department?!,2020-04-08 09:00:00
19114,2020-04-08 09:30:00,Northwest,AttentativeJosephLight,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19116,2020-04-08 09:30:00,<Location with-held due to contract>,FuriousJLight,Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 09:00:00
19118,2020-04-08 09:30:00,Old Town,Thompson1965,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19124,2020-04-08 09:31:00,Palace Hills,Michael2002Conti,re: Where is the fire department?!,2020-04-08 09:00:00
19136,2020-04-08 09:32:00,Weston,RacesWalterBear,The end table is quaking!,2020-04-08 09:00:00
19137,2020-04-08 09:32:00,Cheddarford,CandidBreadKelly,re: Where is the fire department?!,2020-04-08 09:00:00
19140,2020-04-08 09:32:00,Northwest,FearsJames_EvansOctopus,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19151,2020-04-08 09:33:00,Southwest,FamousBreadDavid,re: Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
19163,2020-04-08 09:34:00,Northwest,GuapoReynoldsBanana,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19172,2020-04-08 09:35:00,West Parton,CleverGatesIcecream,re: Where is the fire department?!,2020-04-08 09:00:00
19182,2020-04-08 09:36:00,Downtown,WileyMCar,The pictures are quaking!,2020-04-08 09:00:00
19186,2020-04-08 09:36:00,Palace Hills,LazyBananaWillcox,re: Where is the fire department?!,2020-04-08 09:00:00
19189,2020-04-08 09:36:00,Broadview,FastVBread82,"Heard there was quaking at the elemtary school, crap!",2020-04-08 09:00:00
19190,2020-04-08 09:36:00,Southton,ObnoxiousBernsteinCandy1988,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19191,2020-04-08 09:36:00,Northwest,SmartNosekIcecream63,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19194,2020-04-08 09:36:00,Weston,SmartWBread,re: Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
19195,2020-04-08 09:37:00,Broadview,ThomasLion1981,re: Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
19198,2020-04-08 09:37:00,Weston,JosephMouse2008,Please tell me I imagined the walls shaking!,2020-04-08 09:00:00
19201,2020-04-08 09:37:00,Downtown,FleetJIcecream,"re:  ""One of the top 100 places in the world to live."" I think not. Did you feel that earthquake?",2020-04-08 09:00:00
19204,2020-04-08 09:38:00,Downtown,Nathaniel_KalmanOctopus82,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19209,2020-04-08 09:38:00,Southton,TracyCleverJ,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19210,2020-04-08 09:38:00,Palace Hills,FamousBreadEpps,re: Where is the fire department?!,2020-04-08 09:00:00
19219,2020-04-08 09:39:00,Southton,LazyMBread,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19228,2020-04-08 09:40:00,Northwest,K64Fieldson,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 09:00:00
19229,2020-04-08 09:40:00,Oak Willow,CarolynCuriousBarker,re: Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
19243,2020-04-08 09:42:00,Palace Hills,FastRBowl,"re: Whatever you do, dont go bakcack inside - Aftershocks.",2020-04-08 09:00:00
19246,2020-04-08 09:43:00,Pepper Mill,WileyJerniganLight1950,re: ALERT:  A 6.7 earthquake just occurred off the NE shore of  the town of St. Himark. This could be severe. Expect heavy damage.,2020-04-08 09:00:00
19253,2020-04-08 09:43:00,Pepper Mill,AttentativeHeatherCouch,re: Everyone should evacuate from the coast. Tsunamis always come after an earthquake!,2020-04-08 09:00:00
19258,2020-04-08 09:44:00,Southton,WileyAHouse5,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19259,2020-04-08 09:44:00,Downtown,JenniferDog58,"re:  ""One of the top 100 places in the world to live."" I think not. Did you feel that earthquake?",2020-04-08 09:00:00
19261,2020-04-08 09:44:00,West Parton,RacesVictoriaCat,re: I can see smoke to the east - something is on fire.,2020-04-08 09:00:00
19268,2020-04-08 09:45:00,West Parton,RunsFrances_MeaderBird,re: I bet all of the bridges have collapsed like 12th of July Bridge - that was huge quake!,2020-04-08 09:00:00
19273,2020-04-08 09:45:00,Easton,CuriousDonaldsonBanana1954,Why is the night stand quaking?,2020-04-08 09:00:00
19282,2020-04-08 09:46:00,Northwest,AttentativeWLight2019,"re: KRAK TV: According to the Fire Chief, the initial response will gusefullided by the National Earthqusefullake Prediction Center Shake Map. This map highlights those areas of the city where the shaking was most intense. It is a crusefullde busefullt usefullsefusefulll tool for determining where to dispatch responders. Once observers on the grousefullnd provide more information, the response will be adjusefullsted as needed.",2020-04-08 09:00:00
19283,2020-04-08 09:46:00,Weston,FleetLightMichael,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
19284,2020-04-08 09:46:00,Downtown,TCleverL,re: Extensive damage on the north and south sides. Although no neighborhood has escaped damage. Severals fires throughout City. ,2020-04-08 09:00:00
19286,2020-04-08 09:46:00,Southwest,RacesMonteHorse,re: I bet all of the bridges have collapsed like 12th of July Bridge - that was huge quake!,2020-04-08 09:00:00
19288,2020-04-08 09:46:00,Scenic Vista,Russell1988,re: No firefighters or cops! Citizen rescue teams are carrying the load - pitch in!,2020-04-08 09:00:00
19293,2020-04-08 09:47:00,Scenic Vista,JObnoxiousAntolin,re: I bet all of the bridges have collapsed like 12th of July Bridge - that was huge quake!,2020-04-08 09:00:00
19303,2020-04-08 09:48:00,Southton,CaldwellLion1958,"re: KRAK TV: Meet baby Jereme, a 6lb boy born during the earthquake in the back of an ambulance. 'We were on our way to the hospital when the earthquake hit. The ambulance had to stop because of the rubble,' said mom. The family is thankful medics were there to help them ",2020-04-08 09:00:00
